Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\ntoskrnl.exe

File Type: EXECUTABLE IMAGE

  Section contains the following exports for ntoskrnl.exe

    00000000 characteristics
    DF7CEC78 time date stamp
        0.00 version
           1 ordinal base
        2894 number of functions
        2887 number of names

    ordinal hint RVA      name

       2101  82D 006471B0 RtlIsElevatedRid
       2102  82E 00168490 RtlIsGenericTableEmpty
       2103  82F 000D1430 RtlIsGenericTableEmptyAvl
       2104  830 00673E60 RtlIsMultiSessionSku
       2105  831 00892500 RtlIsMultiUsersInSessionSku
       2106  832 006BFBC0 RtlIsNameLegalDOS8Dot3
       2107  833 0012E8A0 RtlIsNonEmptyDirectoryReparsePointAllowed
       2108  834 00897AD0 RtlIsNormalizedString
       2109  835 00190B60 RtlIsNtDdiVersionAvailable
       2110  836 00896190 RtlIsPartialPlaceholder
       2111  837 008961A0 RtlIsPartialPlaceholderFileHandle
       2112  838 00896200 RtlIsPartialPlaceholderFileInfo
       2113  839 00730E80 RtlIsRangeAvailable
       2114  83A 00598C80 RtlIsSandboxedToken
       2115  83B 002EF620 RtlIsServicePackVersionInstalled
       2116  83C 00698D50 RtlIsStateSeparationEnabled
       2117  83D 0012C250 RtlIsUntrustedObject
       2118  83E 008950D0 RtlIsValidOemCharacter
       2119  83F 00894C30 RtlLCIDToCultureName
       2120  840 005F12D0 RtlLargeIntegerToChar
       2121  841 00583F30 RtlLengthRequiredSid
       2122  842 0059B200 RtlLengthSecurityDescriptor
       2123  843 00012890 RtlLengthSid
       2124  844 008901D0 RtlLoadString
       2125  845 0088EB50 RtlLocalTimeToSystemTime
       2126  846 002EF510 RtlLocateSupervisorFeature
       2127  847 0070CB20 RtlLockBootStatusData
       2128  848 005A8D10 RtlLookupAtomInAtomTable
       2129  849 000D41A0 RtlLookupElementGenericTable
       2130  84A 000D1810 RtlLookupElementGenericTableAvl
       2131  84B 002EE2B0 RtlLookupElementGenericTableFull
       2132  84C 000D1740 RtlLookupElementGenericTableFullAvl
       2133  84D 000F30C0 RtlLookupEntryHashTable
       2134  84E 001673A0 RtlLookupFirstMatchingElementGenericTableAvl
       2135  84F 0001B6D0 RtlLookupFunctionEntry
       2136  850 005BB490 RtlMapGenericMask
       2137  851 0012BCA0 RtlMapSecurityErrorToNtStatus
       2138  852 0088E960 RtlMergeRangeLists
       2139  853 001CA9C0 RtlMoveMemory
       2140  854 005F11D0 RtlMultiByteToUnicodeN
       2141  855 005F1290 RtlMultiByteToUnicodeSize
       2142  856 00712810 RtlNextUnicodePrefix
       2143  857 00897B60 RtlNormalizeString
       2144  858 005A9850 RtlNtStatusToDosError
       2145  859 00019370 RtlNtStatusToDosErrorNoTeb
       2146  85A 0012BA00 RtlNumberGenericTableElements
       2147  85B 0013A7F0 RtlNumberGenericTableElementsAvl
       2148  85C 001380A0 RtlNumberOfClearBits
       2149  85D 002EA3B0 RtlNumberOfClearBitsEx
       2150  85E 002EA3E0 RtlNumberOfClearBitsInRange
       2151  85F 001380C0 RtlNumberOfSetBits
       2152  860 002EA410 RtlNumberOfSetBitsEx
       2153  861 002EA5B0 RtlNumberOfSetBitsInRange
       2154  862 0003C240 RtlNumberOfSetBitsUlongPtr
       2155  863 0088E5F0 RtlOemStringToCountedUnicodeString
       2156  864 006E92C0 RtlOemStringToUnicodeSize
       2157  865 006E9140 RtlOemStringToUnicodeString
       2158  866 006E9220 RtlOemToUnicodeN
       2159  867 0070EF50 RtlOpenCurrentUser
       2160  868 0088EAF0 RtlOpenImageFileOptionsKey
       2161  869 007557D0 RtlOsDeploymentState
       2162  86A 0010C990 RtlOwnerAcesPresent
       2163  86B 00129BC0 RtlPcToFileHeader
       2164  86C 0018D0B0 RtlPcToFileName
       2165  86D 00897C90 RtlPcToFilePath
       2166  86E 005819D0 RtlPinAtomInAtomTable
       2167  86F 001C0980 RtlPrefetchMemoryNonTemporal
       2168  870 00631710 RtlPrefixString
       2169  871 0059DDA0 RtlPrefixUnicodeString
       2170  872 005A92D0 RtlQueryAtomInAtomTable
       2171  873 006512E0 RtlQueryDynamicTimeZoneInformation
       2172  874 0067ADB0 RtlQueryElevationFlags
       2173  875 0067FF90 RtlQueryImageFileKeyOption
       2174  876 0059AA00 RtlQueryInformationAcl
       2175  877 007096A0 RtlQueryModuleInformation
       2176  878 000DE5B0 RtlQueryPackageClaims
       2177  879 000DE550 RtlQueryPackageIdentity
       2178  87A 00896260 RtlQueryProcessPlaceholderCompatibilityMode
       2179  87B 0059CBD0 RtlQueryRegistryValueWithFallback
       2180  87C 00689F90 RtlQueryRegistryValues
       2181  87D 0068CB90 RtlQueryRegistryValuesEx
       2182  87E 00896290 RtlQueryThreadPlaceholderCompatibilityMode
       2183  87F 00893EF0 RtlQueryTimeZoneInformation
       2184  880 002F0880 RtlQueryValidationRunlevel
       2185  881 002F0940 RtlRaiseCustomSystemEventTrigger
       2186  882 002E8AE0 RtlRaiseException
       2187  883 00123AD0 RtlRaiseStatus
       2188  884 0068E910 RtlRandom
       2189  885 000BC650 RtlRandomEx
       2190  886 0003BD70 RtlRbInsertNodeEx
       2191  887 0003C4B0 RtlRbRemoveNode
       2192  888 000CD000 RtlRbReplaceNode
       2193  889 002EE240 RtlRealPredecessor
       2194  88A 001294D0 RtlRealSuccessor
       2195  88B 000DE060 RtlRemoveEntryHashTable
       2196  88C 006897B0 RtlRemoveUnicodePrefix
       2197  88D 00892520 RtlReplaceSidInSd
       2198  88E 0088F110 RtlReserveChunk
       2199  88F 001C0380 RtlRestoreContext
       2200  890 008944C0 RtlRestoreSystemBootStatusDefaults
       2201  891 0062DDE0 RtlRunOnceBeginInitialize
       2202  892 0068D100 RtlRunOnceComplete
       2203  893 0062DD00 RtlRunOnceExecuteOnce
       2204  894 006CD290 RtlRunOnceInitialize
       2205  895 00190110 RtlSecondsSince1970ToTime
       2206  896 002E79F0 RtlSecondsSince1980ToTime
       2207  897 006F2570 RtlSelfRelativeToAbsoluteSD
       2208  898 00890AE0 RtlSelfRelativeToAbsoluteSD2
       2209  899 00712CF0 RtlSetActiveConsoleId
       2210  89A 0008F040 RtlSetAllBits
       2211  89B 00180B90 RtlSetAllBitsEx
       2212  89C 00125CC0 RtlSetBit
       2213  89D 0011E050 RtlSetBitEx
       2214  89E 000788E0 RtlSetBits
       2215  89F 000A9530 RtlSetBitsEx
       2216  8A0 00685F60 RtlSetConsoleSessionForegroundProcessId
       2217  8A1 006CF390 RtlSetControlSecurityDescriptor
       2218  8A2 00599AC0 RtlSetDaclSecurityDescriptor
       2219  8A3 00893F10 RtlSetDynamicTimeZoneInformation
       2220  8A4 006478A0 RtlSetGroupSecurityDescriptor
       2221  8A5 00647900 RtlSetOwnerSecurityDescriptor
       2222  8A6 002EAE60 RtlSetPortableOperatingSystem
       2223  8A7 008962D0 RtlSetProcessPlaceholderCompatibilityMode
       2224  8A8 00646570 RtlSetSaclSecurityDescriptor
       2225  8A9 00894510 RtlSetSystemBootStatus
       2226  8AA 00894540 RtlSetSystemBootStatusEx
       2227  8AB 00896310 RtlSetThreadPlaceholderCompatibilityMode
       2228  8AC 00893F30 RtlSetTimeZoneInformation
       2229  8AD 002EA830 RtlShiftLeftBitMap
       2230  8AE 002EA8A0 RtlShiftLeftBitMapEx
       2231  8AF 00010AD0 RtlSidHashInitialize
       2232  8B0 00023620 RtlSidHashLookup
       2233  8B1 002E8C30 RtlSizeHeap
       2234  8B2 000D4220 RtlSplay
       2235  8B3 005F4D50 RtlStringFromGUID
       2236  8B4 00160BA0 RtlStronglyEnumerateEntryHashTable
       2237  8B5 000F4110 RtlSubAuthorityCountSid
       2238  8B6 000F4120 RtlSubAuthoritySid
       2239  8B7 000D3C20 RtlSubtreePredecessor
       2240  8B8 002EE280 RtlSubtreeSuccessor
       2241  8B9 0088E700 RtlSuffixUnicodeString
       2242  8BA 007527D0 RtlSystemTimeToLocalTime
       2243  8BB 0011E530 RtlTestBit
       2244  8BC 002EA910 RtlTestBitEx
       2245  8BD 00121610 RtlTimeFieldsToTime
       2246  8BE 0088EBC0 RtlTimeToElapsedTimeFields
       2247  8BF 002E7A20 RtlTimeToSecondsSince1970
       2248  8C0 00168720 RtlTimeToSecondsSince1980
       2249  8C1 001599F0 RtlTimeToTimeFields
       2250  8C2 002F0C10 RtlTraceDatabaseAdd
       2251  8C3 002F0C70 RtlTraceDatabaseCreate
       2252  8C4 002F0DE0 RtlTraceDatabaseDestroy
       2253  8C5 002F0E30 RtlTraceDatabaseEnumerate
       2254  8C6 002F0F00 RtlTraceDatabaseFind
       2255  8C7 002F0F70 RtlTraceDatabaseLock
       2256  8C8 002F0F90 RtlTraceDatabaseUnlock
       2257  8C9 002F0FB0 RtlTraceDatabaseValidate
       2258  8CA 00682B10 RtlUTF8ToUnicodeN
       2259  8CB 006BFAD0 RtlUnicodeStringToAnsiSize
       2260  8CC 006BF8F0 RtlUnicodeStringToAnsiString
       2261  8CD 006BFB00 RtlUnicodeStringToCountedOemString
       2262  8CE 00893DD0 RtlUnicodeStringToInt64
       2263  8CF 0065FB20 RtlUnicodeStringToInteger
       2264  8D0 006BFAD0 RtlUnicodeStringToOemSize
       2265  8D1 00695BB0 RtlUnicodeStringToOemString
       2266  8D2 0088F650 RtlUnicodeToCustomCPN
       2267  8D3 00662B70 RtlUnicodeToMultiByteN
       2268  8D4 006BFF60 RtlUnicodeToMultiByteSize
       2269  8D5 006BFFA0 RtlUnicodeToOemN
       2270  8D6 00684630 RtlUnicodeToUTF8N
       2271  8D7 0070CA40 RtlUnlockBootStatusData
       2272  8D8 001086E0 RtlUnsignedMultiplyHigh
       2273  8D9 001315C0 RtlUnwind
       2274  8DA 0001B9E0 RtlUnwindEx
       2275  8DB 0060D7D0 RtlUpcaseUnicodeChar
       2276  8DC 00622AC0 RtlUpcaseUnicodeString
       2277  8DD 0088E850 RtlUpcaseUnicodeStringToAnsiString
       2278  8DE 006BFD60 RtlUpcaseUnicodeStringToCountedOemString
       2279  8DF 006944B0 RtlUpcaseUnicodeStringToOemString
       2280  8E0 0088F780 RtlUpcaseUnicodeToCustomCPN
       2281  8E1 006BFF00 RtlUpcaseUnicodeToMultiByteN
       2282  8E2 006BFEA0 RtlUpcaseUnicodeToOemN
       2283  8E3 00631820 RtlUpperChar
       2284  8E4 006317C0 RtlUpperString
       2285  8E5 005D8250 RtlValidAcl
       2286  8E6 006188E0 RtlValidRelativeSecurityDescriptor
       2287  8E7 006657F0 RtlValidSecurityDescriptor
       2288  8E8 005D80C0 RtlValidSid
       2289  8E9 00894E70 RtlValidateCorrelationVector
       2290  8EA 00135830 RtlValidateUnicodeString
       2291  8EB 00172CF0 RtlVerifyVersionInfo
       2292  8EC 00131710 RtlVirtualUnwind
       2293  8ED 0061BDE0 RtlVolumeDeviceToDosName
       2294  8EE 00019150 RtlWalkFrameChain
       2295  8EF 002EAF90 RtlWeaklyEnumerateEntryHashTable
       2296  8F0 002EF430 RtlWriteNonVolatileMemory
       2297  8F1 00687900 RtlWriteRegistryValue
       2298  8F2 00894570 RtlZeroHeap
       2299  8F3 0013E280 RtlZeroMemory
       2300  8F4 005F1260 RtlxAnsiStringToUnicodeSize
       2301  8F5 006E92C0 RtlxOemStringToUnicodeSize
       2302  8F6 006BFAD0 RtlxUnicodeStringToAnsiSize
       2303  8F7 006BFAD0 RtlxUnicodeStringToOemSize
       2304  8F8 00035580 SeAccessCheck
       2305  8F9 0015AF50 SeAccessCheckEx
       2306  8FA 00012F40 SeAccessCheckFromState
       2307  8FB 00013050 SeAccessCheckFromStateEx
       2308  8FC 00013110 SeAccessCheckWithHint
       2309  8FD 005B1050 SeAdjustAccessStateForAccessConstraints
       2310  8FE 0089A6F0 SeAdjustAccessStateForTrustLabel
       2311  8FF 00694BF0 SeAdjustObjectSecurity
       2312  900 00664DC0 SeAppendPrivileges
       2313  901 006176C0 SeAssignSecurity
       2314  902 00673F80 SeAssignSecurityEx
       2315  903 0089B1D0 SeAuditFipsCryptoSelftests
       2316  904 0089B560 SeAuditHardLinkCreation
       2317  905 0089B580 SeAuditHardLinkCreationWithTransaction
       2318  906 0089BE30 SeAuditTransactionStateChange
       2319  907 0089E040 SeAuditingAnyFileEventsWithContext
       2320  908 00023B50 SeAuditingAnyFileEventsWithContextEx
       2321  909 0089E060 SeAuditingFileEvents
       2322  90A 0089E0A0 SeAuditingFileEventsWithContext
       2323  90B 002FADF0 SeAuditingFileEventsWithContextEx
       2324  90C 0089E0C0 SeAuditingFileOrGlobalEvents
       2325  90D 0089E1B0 SeAuditingHardLinkEvents
       2326  90E 00695510 SeAuditingHardLinkEventsWithContext
       2327  90F 00632B00 SeAuditingWithTokenForSubcategory
       2328  910 005D7810 SeCaptureSecurityDescriptor
       2329  911 005A4870 SeCaptureSubjectContext
       2330  912 005D9A60 SeCaptureSubjectContextEx
       2331  913 006A8FF0 SeCheckForCriticalAceRemoval
       2332  914 0089EBA0 SeCloseObjectAuditAlarm
       2333  915 0089EC00 SeCloseObjectAuditAlarmForNonObObject
       2334  916 0070D850 SeCompareSigningLevels
       2335  917 00125C10 SeComputeAutoInheritByObjectType
       2336  918 002FBF80 SeConvertSecurityDescriptorToStringSecurityDescriptor
       2337  919 002FC040 SeConvertSidToStringSid
       2338  91A 00122B70 SeConvertStringSecurityDescriptorToSecurityDescriptor
       2339  91B 00188140 SeConvertStringSidToSid
       2340  91C 005B0AD0 SeCreateAccessState
       2341  91D 005B0B20 SeCreateAccessStateEx
       2342  91E 005A4580 SeCreateClientSecurity
       2343  91F 005A4690 SeCreateClientSecurityEx
       2344  920 00690B20 SeCreateClientSecurityFromSubjectContext
       2345  921 002FB0B0 SeCreateClientSecurityFromSubjectContextEx
       2346  922 00674030 SeDeassignSecurity
       2347  923 005841E0 SeDeleteAccessState
       2348  924 0089EC30 SeDeleteObjectAuditAlarm
       2349  925 0089EC50 SeDeleteObjectAuditAlarmWithTransaction
       2350  926 0030D730 SeEtwWriteKMCveEvent
       2351  927 0089ECC0 SeExamineSacl
       2352  928 0096C558 SeExports
       2353  929 0074B8F0 SeFilterToken
       2354  92A 000D3790 SeFreePrivileges
       2355  92B 006787F0 SeGetCachedSigningLevel
       2356  92C 008A0120 SeGetLinkedToken
       2357  92D 008A0210 SeGetLogonSessionToken
       2358  92E 003FEB38 SeILSigningPolicyPtr
       2359  92F 0089FEF0 SeImpersonateClient
       2360  930 006510A0 SeImpersonateClientEx
       2361  931 0089A380 SeIsParentOfChildAppContainer
       2362  932 00624AB0 SeLocateProcessImageName
       2363  933 005C4910 SeLockSubjectContext
       2364  934 006956F0 SeMarkLogonSessionForTerminationNotification
       2365  935 00695710 SeMarkLogonSessionForTerminationNotificationEx
       2366  936 00602060 SeOpenObjectAuditAlarm
       2367  937 00755990 SeOpenObjectAuditAlarmForNonObObject
       2368  938 006026A0 SeOpenObjectAuditAlarmWithTransaction
       2369  939 0089F050 SeOpenObjectForDeleteAuditAlarm
       2370  93A 0089F0B0 SeOpenObjectForDeleteAuditAlarmWithTransaction
       2371  93B 005B3910 SePrivilegeCheck
       2372  93C 006F2BE0 SePrivilegeObjectAuditAlarm
       2373  93D 0096C6F0 SePublicDefaultDacl
       2374  93E 00684170 SeQueryAuthenticationIdToken
       2375  93F 005B8B10 SeQueryInformationToken
       2376  940 008A1630 SeQuerySecureBootPlatformManifest
       2377  941 00757CC0 SeQuerySecureBootPolicyValue
       2378  942 006376D0 SeQuerySecurityAttributesToken
       2379  943 001681D0 SeQuerySecurityAttributesTokenAccessInformation
       2380  944 00612390 SeQuerySecurityDescriptorInfo
       2381  945 00629A50 SeQueryServerSiloToken
       2382  946 005A73D0 SeQuerySessionIdToken
       2383  947 00601FC0 SeQuerySessionIdTokenEx
       2384  948 007572B0 SeRegisterImageVerificationCallback
       2385  949 008A0B20 SeRegisterLogonSessionTerminatedRoutine
       2386  94A 00754020 SeRegisterLogonSessionTerminatedRoutineEx
       2387  94B 005B24D0 SeReleaseSecurityDescriptor
       2388  94C 005D9BE0 SeReleaseSubjectContext
       2389  94D 002FACA0 SeReportSecurityEvent
       2390  94E 000DC6C0 SeReportSecurityEventWithSubCategory
       2391  94F 00015410 SeSecurityAttributePresent
       2392  950 005B92B0 SeSetAccessStateGenericMapping
       2393  951 00116080 SeSetAuditParameter
       2394  952 0089A450 SeSetSecurityAttributesToken
       2395  953 002FB590 SeSetSecurityAttributesTokenEx
       2396  954 0059B370 SeSetSecurityDescriptorInfo
       2397  955 00686BF0 SeSetSecurityDescriptorInfoEx
       2398  956 005B1180 SeShouldCheckForAccessRightsFromParent
       2399  957 005B2D30 SeSinglePrivilegeCheck
       2400  958 002F9B90 SeSrpAccessCheck
       2401  959 0096C700 SeSystemDefaultDacl
       2402  95A 0096C9E0 SeSystemDefaultSd
       2403  95B 00130D00 SeTokenFromAccessInformation
       2404  95C 006ECBC0 SeTokenImpersonationLevel
       2405  95D 006A1470 SeTokenIsAdmin
       2406  95E 00136230 SeTokenIsRestricted
       2407  95F 00136250 SeTokenIsWriteRestricted
       2408  960 0096B028 SeTokenObjectType
       2409  961 00687B60 SeTokenType
       2410  962 005C48D0 SeUnlockSubjectContext
       2411  963 00899CF0 SeUnregisterImageVerificationCallback
       2412  964 008A0BC0 SeUnregisterLogonSessionTerminatedRoutine
       2413  965 008A0C90 SeUnregisterLogonSessionTerminatedRoutineEx
       2414  966 00666C60 SeValidSecurityDescriptor
       2415  967 002E5E10 SkAcquirePushLockExclusive
       2416  968 002E5E10 SkAllocatePool
       2417  969 002E5E10 SkFreePool
       2418  96A 002E5E10 SkInitializePushLock
       2419  96B 00191BA0 SkIsSecureKernel
       2420  96C 002E5E10 SkQuerySecureKernelInformation
       2421  96D 002E5E10 SkReleasePushLockExclusive
       2422  96E 001922D0 TmCancelPropagationRequest
       2423  96F 001922F0 TmCommitComplete
       2424  970 00192310 TmCommitEnlistment
       2425  971 00192330 TmCommitTransaction
       2426  972 00192350 TmCreateEnlistment
       2427  973 00192370 TmCurrentTransaction
       2428  974 00192390 TmDereferenceEnlistmentKey
       2429  975 001923B0 TmEnableCallbacks
       2430  976 001923D0 TmEndPropagationRequest
       2431  977 0053FA58 TmEnlistmentObjectType
       2432  978 001923F0 TmFreezeTransactions
       2433  979 00192410 TmGetTransactionId
       2434  97A 00191E50 TmInitSystem
       2435  97B 00191E30 TmInitSystemPhase2
       2436  97C 00192430 TmInitializeTransactionManager
       2437  97D 00192450 TmIsKTMCommitCoordinator
       2438  97E 00192470 TmIsTransactionActive
       2439  97F 00192490 TmPrePrepareComplete
       2440  980 001924B0 TmPrePrepareEnlistment
       2441  981 001924D0 TmPrepareComplete
       2442  982 001924F0 TmPrepareEnlistment
       2443  983 00192510 TmPropagationComplete
       2444  984 00192530 TmPropagationFailed
       2445  985 00192550 TmReadOnlyEnlistment
       2446  986 00192570 TmRecoverEnlistment
       2447  987 00192590 TmRecoverResourceManager
       2448  988 001925B0 TmRecoverTransactionManager
       2449  989 001925D0 TmReferenceEnlistmentKey
       2450  98A 001925F0 TmRenameTransactionManager
       2451  98B 00192610 TmRequestOutcomeEnlistment
       2452  98C 0053F940 TmResourceManagerObjectType
       2453  98D 00192630 TmRollbackComplete
       2454  98E 00192650 TmRollbackEnlistment
       2455  98F 00192670 TmRollbackTransaction
       2456  990 00192690 TmSetCurrentTransaction
       2457  991 001926B0 TmSinglePhaseReject
       2458  992 001926D0 TmThawTransactions
       2459  993 0053F938 TmTransactionManagerObjectType
       2460  994 0053F668 TmTransactionObjectType
       2461  995 0087B630 TtmNotifyDeviceArrival
       2462  996 0087B930 TtmNotifyDeviceDeparture
       2463  997 0087B9F0 TtmNotifyDeviceInput
       2464  998 00174430 VerSetConditionMask
       2465  999 00304D20 VfCheckNxPagePriority
       2466  99A 00304D40 VfCheckNxPageProtection
       2467  99B 00304D60 VfCheckNxPoolType
       2468  99C 001764A0 VfFailDeviceNode
       2469  99D 00304D80 VfFailDriver
       2470  99E 00304DB0 VfFailSystemBIOS
       2471  99F 00304DF0 VfInsertContext
       2472  9A0 00923CF0 VfIsRuleClassEnabled
       2473  9A1 001764E0 VfIsVerificationEnabled
       2474  9A2 00304EC0 VfQueryDeviceContext
       2475  9A3 00305160 VfQueryDispatchTable
       2476  9A4 00304F00 VfQueryDriverContext
       2477  9A5 00304F40 VfQueryIrpContext
       2478  9A6 00304F80 VfQueryThreadContext
       2479  9A7 00304FC0 VfRemoveContext
       2480  9A8 00816A60 VslCreateSecureSection
       2481  9A9 00816E20 VslDeleteSecureSection
       2482  9AA 001901E0 VslExchangeEntropy
       2483  9AB 002767A0 VslGetSecurePciDeviceAlternateFunctionNumberForVtl0Dma
       2484  9AC 00276820 VslGetSecurePciEnabled
       2485  9AD 0074D970 VslQuerySecureDevice
       2486  9AE 00277260 VslRetrieveMailbox
       2487  9AF 008D9DB0 WheaAddErrorSource
       2488  9B0 008D9F30 WheaAttemptPhysicalPageOffline
       2489  9B1 005718F0 WheaConfigureErrorSource
       2490  9B2 0031BF70 WheaDeferredRecoveryService
       2491  9B3 0031AFA0 WheaGetErrorSource
       2492  9B4 0018E630 WheaInitializeDeferredRecoveryObject
       2493  9B5 0031BA00 WheaInitializeRecordHeader
       2494  9B6 0017CBA0 WheaLogInternalEvent
       2495  9B7 008DA000 WheaRegisterInUsePageOfflineNotification
       2496  9B8 0031AFD0 WheaReportHwError
       2497  9B9 0031BFB0 WheaRequestDeferredRecovery
       2498  9BA 008DA180 WheaUnregisterInUsePageOfflineNotification
       2499  9BB 0030A070 WmiGetClock
       2500  9BC 00709F40 WmiQueryTraceInformation
       2501  9BD 00130FE0 WmiTraceMessage
       2502  9BE 0030A0E0 WmiTraceMessageVa
       2503  9BF 00319C60 XIPDispatch
       2504  9C0 001B4DA0 ZwAccessCheckAndAuditAlarm
       2505  9C1 001B55A0 ZwAddBootEntry
       2506  9C2 001B55C0 ZwAddDriverEntry
       2507  9C3 001B50A0 ZwAdjustPrivilegesToken
       2508  9C4 001B5640 ZwAlertThread
       2509  9C5 001B5680 ZwAllocateLocallyUniqueId
       2510  9C6 001B56A0 ZwAllocateReserveObject
       2511  9C7 001B4B80 ZwAllocateVirtualMemory
       2512  9C8 001B5700 ZwAllocateVirtualMemoryEx
       2513  9C9 001B5720 ZwAlpcAcceptConnectPort
       2514  9CA 001B5740 ZwAlpcCancelMessage
       2515  9CB 001B5760 ZwAlpcConnectPort
       2516  9CC 001B5780 ZwAlpcConnectPortEx
       2517  9CD 001B57A0 ZwAlpcCreatePort
       2518  9CE 001B57C0 ZwAlpcCreatePortSection
       2519  9CF 001B57E0 ZwAlpcCreateResourceReserve
       2520  9D0 001B5800 ZwAlpcCreateSectionView
       2521  9D1 001B5820 ZwAlpcCreateSecurityContext
       2522  9D2 001B5840 ZwAlpcDeletePortSection
       2523  9D3 001B5860 ZwAlpcDeleteResourceReserve
       2524  9D4 001B5880 ZwAlpcDeleteSectionView
       2525  9D5 001B58A0 ZwAlpcDeleteSecurityContext
       2526  9D6 001B58C0 ZwAlpcDisconnectPort
       2527  9D7 001B5920 ZwAlpcOpenSenderProcess
       2528  9D8 001B5940 ZwAlpcOpenSenderThread
       2529  9D9 001B5960 ZwAlpcQueryInformation
       2530  9DA 001B5980 ZwAlpcQueryInformationMessage
       2531  9DB 001B59C0 ZwAlpcSendWaitReceivePort
       2532  9DC 001B59E0 ZwAlpcSetInformation
       2533  9DD 001B5A20 ZwAssignProcessToJobObject
       2534  9DE 001B5A40 ZwAssociateWaitCompletionPacket
       2535  9DF 001B5420 ZwCancelIoFile
       2536  9E0 001B5A80 ZwCancelIoFileEx
       2537  9E1 001B54A0 ZwCancelTimer
       2538  9E2 001B5AE0 ZwCancelWaitCompletionPacket
       2539  9E3 001B5040 ZwClearEvent
       2540  9E4 001B4A60 ZwClose
       2541  9E5 001B4FE0 ZwCloseObjectAuditAlarm
       2542  9E6 001B5B00 ZwCommitComplete
       2543  9E7 001B5B20 ZwCommitEnlistment
       2544  9E8 001B5B40 ZwCommitRegistryTransaction
       2545  9E9 001B5B60 ZwCommitTransaction
       2546  9EA 001B5BE0 ZwCompareTokens
       2547  9EB 001B5C40 ZwConnectPort
       2548  9EC 001B5CA0 ZwCreateDirectoryObject
       2549  9ED 001B5D00 ZwCreateEnlistment
       2550  9EE 001B5180 ZwCreateEvent
       2551  9EF 001B5320 ZwCreateFile
       2552  9F0 001B5D60 ZwCreateIoCompletion
       2553  9F1 001B5D80 ZwCreateJobObject
       2554  9F2 001B4C20 ZwCreateKey
       2555  9F3 001B5DC0 ZwCreateKeyTransacted
       2556  9F4 001B5EA0 ZwCreatePartition
       2557  9F5 001B5220 ZwCreateProcessEx
       2558  9F6 001B5F40 ZwCreateProfileEx
       2559  9F7 001B5F60 ZwCreateRegistryTransaction
       2560  9F8 001B5F80 ZwCreateResourceManager
       2561  9F9 001B51C0 ZwCreateSection
       2562  9FA 001B5FE0 ZwCreateSymbolicLinkObject
       2563  9FB 001B6020 ZwCreateTimer
       2564  9FC 001B60A0 ZwCreateTransaction
       2565  9FD 001B60C0 ZwCreateTransactionManager
       2566  9FE 001B6100 ZwCreateWaitCompletionPacket
       2567  9FF 001B6140 ZwCreateWnfStateName
       2568  A00 001B61E0 ZwDeleteBootEntry
       2569  A01 001B6200 ZwDeleteDriverEntry
       2570  A02 001B6220 ZwDeleteFile
       2571  A03 001B6240 ZwDeleteKey
       2572  A04 001B62A0 ZwDeleteValueKey
       2573  A05 001B62C0 ZwDeleteWnfStateData
       2574  A06 001B62E0 ZwDeleteWnfStateName
       2575  A07 001B4960 ZwDeviceIoControlFile
       2576  A08 001B6320 ZwDisplayString
       2577  A09 001B5000 ZwDuplicateObject
       2578  A0A 001B50C0 ZwDuplicateToken
       2579  A0B 001B6380 ZwEnumerateBootEntries
       2580  A0C 001B63A0 ZwEnumerateDriverEntries
       2581  A0D 001B4EC0 ZwEnumerateKey
       2582  A0E 001B63E0 ZwEnumerateTransactionObject
       2583  A0F 001B4AE0 ZwEnumerateValueKey
       2584  A10 001B51E0 ZwFlushBuffersFile
       2585  A11 001B6480 ZwFlushBuffersFileEx
       2586  A12 001B64C0 ZwFlushInstructionCache
       2587  A13 001B64E0 ZwFlushKey
       2588  A14 001B6520 ZwFlushVirtualMemory
       2589  A15 001B4C40 ZwFreeVirtualMemory
       2590  A16 001B4FA0 ZwFsControlFile
       2591  A17 001B65C0 ZwGetCachedSigningLevel
       2592  A18 001B66A0 ZwGetNextProcess
       2593  A19 001B66C0 ZwGetNextThread
       2594  A1A 001B6700 ZwGetNotificationResourceManager
       2595  A1B 001B6740 ZwImpersonateAnonymousToken
       2596  A1C 001B67E0 ZwInitiatePowerAction
       2597  A1D 001B5260 ZwIsProcessInJob
       2598  A1E 001B6860 ZwLoadDriver
       2599  A1F 001B68A0 ZwLoadKey
       2600  A20 001B68E0 ZwLoadKeyEx
       2601  A21 001B6900 ZwLockFile
       2602  A22 001B6920 ZwLockProductActivationKeys
       2603  A23 001B6960 ZwLockVirtualMemory
       2604  A24 001B69A0 ZwMakeTemporaryObject
       2605  A25 001B69E0 ZwManagePartition
       2606  A26 001B4D80 ZwMapViewOfSection
       2607  A27 001B6A60 ZwModifyBootEntry
       2608  A28 001B6A80 ZwModifyDriverEntry
       2609  A29 001B6AA0 ZwNotifyChangeDirectoryFile
       2610  A2A 001B6AC0 ZwNotifyChangeDirectoryFileEx
       2611  A2B 001B6AE0 ZwNotifyChangeKey
       2612  A2C 001B6B20 ZwNotifyChangeSession
       2613  A2D 001B5380 ZwOpenDirectoryObject
       2614  A2E 001B6B40 ZwOpenEnlistment
       2615  A2F 001B5080 ZwOpenEvent
       2616  A30 001B4EE0 ZwOpenFile
